Topic,Words,Frequency,Timestamp
78,"nordkorea, südkorea, japan, li, rakete",2,2024-05-26 13:30:00
80,"wissenschaftspreis, sprachwissenschaftlerin, nachwuchspreis, alexiadou, sprachverständnis",2,2024-05-26 13:30:00
83,"tornados, arkansas, texas, oklahoma, stürme",5,2024-05-26 13:30:00
84,"mavericks, dallas, nba, dončić, minnesota",2,2024-05-26 13:30:00
85,"prochaska, eingereicht, eleonore, kirchsteigfeld, klage",1,2024-05-26 13:30:00
87,"schäden, hagel, pflichtversicherung, asmussen, euro",2,2024-05-26 13:30:00
88,"wm, tschechien, eishockey, nhl, pastrnak",2,2024-05-26 13:30:00
89,"google, suchergebnisse, antworten, ki, screenshots",1,2024-05-26 13:30:00
92,"publica, re, pnn, potsdam, ki",3,2024-05-26 13:30:00
93,"gefälschte, onlineplattformen, datenlage, nehmen, desinformationskampagnen",1,2024-05-26 13:30:00
99,"galeria, gläubiger, denkhaus, insolvenzplan, warenhauskette",1,2024-05-26 13:30:00
100,"musk, xai, supercomputer, elon, ki",4,2024-05-26 13:30:00
101,"donald, disney, duck, donalds, erpel",1,2024-05-26 13:30:00
102,"meloni, le, pen, leyen, parlament",3,2024-05-26 13:30:00
103,"nasa, prefire, mission, klimasatelliten, satellit",1,2024-05-26 13:30:00
106,"monaco, leclerc, ferrari, charles, verstappen",4,2024-05-26 13:30:00
109,"passmann, pflaume, klimmzug, ihr, kai",1,2024-05-26 13:30:00
110,"kirchner, bank, breuer, moritz, kommunikationstrainer",1,2024-05-26 13:30:00
112,"elektrostimulation, gerät, courtine, roboter, grégoire",1,2024-05-26 13:30:00
117,"agententätigkeit, bundeswehroffizier, bundesanwaltschaft, haft, habe",5,2024-05-26 13:30:00
119,"alba, chemnitz, basketball, hauptrunde, hermannsson",1,2024-05-26 13:30:00
121,"promo, potsdam, möchte, potsdamer, wahlkreis",1,2024-05-26 13:30:00
122,"maut, lkw, wasserstoff, bundesverband, fordern",1,2024-05-26 13:30:00
123,"starliner, kapsel, nasa, raumschiff, icq",3,2024-05-26 13:30:00
128,"festival, musik, august, kerb, traditionelle",3,2024-05-26 13:30:00
131,"anträge, pass, zahl, einbürgerungen, wiedergutmachungseinbürgerung",2,2024-05-26 13:30:00
133,"tiffany, frauen, trapp, weißgold, messika",2,2024-05-26 13:30:00
135,"uvalde, activision, duty, meta, call",1,2024-05-26 13:30:00
-1,"der, die, und, in, von",161,2024-05-27 12:00:00
0,"ukraine, russland, russischen, waffen, selenskyj",18,2024-05-27 12:00:00
1,"rafah, israel, hamas, israelischen, israels",23,2024-05-27 12:00:00
2,"trump, geschworenen, donald, trumps, cohen",10,2024-05-27 12:00:00
3,"torhüter, em, bundestrainer, torhütern, nagelsmann",7,2024-05-27 12:00:00
4,"uni, trump, protestcamps, hochschulen, universität",5,2024-05-27 12:00:00
5,"tesla, vw, porsche, volkswagen, 911",17,2024-05-27 12:00:00
6,"ich, unternehmen, fes, 50er, mehr",6,2024-05-27 12:00:00
7,"polizei, krankenhaus, böhme, schöneberg, jähriger",2,2024-05-27 12:00:00
8,"tiere, projektgruppe, hunde, seeadler, rudow",5,2024-05-27 12:00:00
9,"merz, eu, europa, abela, prozent",6,2024-05-27 12:00:00
10,"fotografie, kobell, kemp, 1839, museum",13,2024-05-27 12:00:00
11,"kerber, rus, zverev, turnier, french",5,2024-05-27 12:00:00
12,"bahn, fahrgäste, karstadt, zug, zwischen",3,2024-05-27 12:00:00
13,"iran, raisi, uran, ghalibaf, iaea",3,2024-05-27 12:00:00
14,"gracie, smith, sie, nathansky, nadine",6,2024-05-27 12:00:00
15,"miete, wohnungen, vdp, kauf, wohnen",8,2024-05-27 12:00:00
16,"polizeiruf, requisiteur, kripo, filmset, leiche",1,2024-05-27 12:00:00
17,"fpö, afd, krah, kickl, vilimsky",2,2024-05-27 12:00:00
18,"rwe, kfw, windparks, offshore, eigentümer",9,2024-05-27 12:00:00
19,"volkspark, beachvolleyball, potsdam, felder, synagoge",4,2024-05-27 12:00:00
20,"apple, ipad, app, mac, iphone",7,2024-05-27 12:00:00
21,"taiwan, china, lai, dpp, parlament",6,2024-05-27 12:00:00
22,"auto, polizei, stromschlag, güterzug, autofahrer",4,2024-05-27 12:00:00
23,"kompany, vincent, verpflichtung, bayern, rummenigge",2,2024-05-27 12:00:00
24,"macron, französischen, europa, deutsch, emmanuel",13,2024-05-27 12:00:00
25,"sonnenallee, augsburg, rohr, montagabend, gewitter",2,2024-05-27 12:00:00
26,"rassistische, parolen, sylt, video, gesungen",8,2024-05-27 12:00:00
27,"horterzieherinnen, höhergruppierung, besitzstandsregelung, gehaltszulage, gesamtpersonalrat",1,2024-05-27 12:00:00
28,"kubernetes, managed, nutanix, cloud, vmware",5,2024-05-27 12:00:00
30,"bsw, quasebarth, wagenknecht, sahra, wolf",5,2024-05-27 12:00:00
31,"lichtverschmutzung, thb, ökosysteme, erdoberfläche, co₂",2,2024-05-27 12:00:00
32,"papua, neuguinea, erdrutsch, begraben, erde",4,2024-05-27 12:00:00
33,"rente, lindner, steuervergünstigungen, steuern, mehreinnahmen",4,2024-05-27 12:00:00
34,"dillmann, komparsen, filmmuseum, eick, gesucht",3,2024-05-27 12:00:00
35,"ki, openai, publica, update, re",1,2024-05-27 12:00:00
36,"fisch, spandau, altstadt, marktplatz, pelz",1,2024-05-27 12:00:00
37,"brand, honold, feuerwehr, brandnacht, zerstörung",2,2024-05-27 12:00:00
38,"gwm, europa, china, autos, fahrzeuge",2,2024-05-27 12:00:00
39,"hautkrebs, lungenkrebs, hautkrebsbehandlungen, diagnosen, barmer",2,2024-05-27 12:00:00
41,"reuß, prinz, dachdecker, vitalia, osnabrück",4,2024-05-27 12:00:00
42,"milei, javier, karina, schwester, argentiniens",1,2024-05-27 12:00:00
43,"bobic, hertha, kündigung, hellmann, staatsanwaltschaft",6,2024-05-27 12:00:00
44,"labour, wirtschaftsvertreter, regierungswechsel, britischen, partei",1,2024-05-27 12:00:00
45,"ki, antworten, chatbots, it, llm",2,2024-05-27 12:00:00
46,"pflegeversicherung, lauterbach, atlas, pflege, 2025",5,2024-05-27 12:00:00
47,"thüringen, 6300, bleicherode, henning, bsw",2,2024-05-27 12:00:00
48,"palästina, staat, anerkennung, norwegen, irland",7,2024-05-27 12:00:00
49,"ramaphosa, anc, partei, zuma, südafrikas",1,2024-05-27 12:00:00
51,"iwf, ifo, unternehmen, industrie, wirtschaft",9,2024-05-27 12:00:00
52,"christie, cert, auktionshaus, kpmg, ransomhub",5,2024-05-27 12:00:00
53,"tyson, mike, bord, flug, airlines",1,2024-05-27 12:00:00
54,"grübeln, gedanken, einsamkeit, funk, zwangsgedanken",1,2024-05-27 12:00:00
55,"real, halbfinal, league, madrid, champions",1,2024-05-27 12:00:00
56,"ubuntu, risc, visionfive, milk, mars",1,2024-05-27 12:00:00
57,"scholz, hamburg, olaf, schietwetter, quoten",2,2024-05-27 12:00:00
58,"hartmann, heine, wiesbaden, oper, intendantinnen",3,2024-05-27 12:00:00
59,"limonade, zucker, lemonaid, lufthansa, kaffee",4,2024-05-27 12:00:00
60,"dsa, eu, kommission, agarwal, plattformen",5,2024-05-27 12:00:00
61,"eilish, taylor, billie, swift, konzerte",1,2024-05-27 12:00:00
62,"isi, fraunhofer, fahrrad, motocross, studie",2,2024-05-27 12:00:00
64,"the, ruanda, to, kagame, kigali",1,2024-05-27 12:00:00
65,"christen, selzer, meier, kirche, schaus",2,2024-05-27 12:00:00
66,"mobile, verivox, cellular, roaming, netz",4,2024-05-27 12:00:00
68,"ezb, zinsen, zinswende, prozent, inflation",4,2024-05-27 12:00:00
69,"gesetz, eu, georgiens, georgien, parlament",5,2024-05-27 12:00:00
70,"materials, ig, metall, services, lopez",1,2024-05-27 12:00:00
74,"einzuspannen, memes, popmusik, agostinos, propaganda",1,2024-05-27 12:00:00
76,"spiralarmen, lichtjahren, sternentstehungsregionen, spiralgalaxie, staubbahnen",1,2024-05-27 12:00:00
78,"südkorea, nordkorea, japan, pjöngjang, seoul",4,2024-05-27 12:00:00
79,"sunrise, börsengang, rollstuhlhersteller, aktien, rechenzentren",2,2024-05-27 12:00:00
80,"wolken, gewittriger, gebietsweise, starkregen, trocken",2,2024-05-27 12:00:00
81,"platzpatronen, mannschaften, bamboleo, polizei, vereine",4,2024-05-27 12:00:00
82,"mallorca, palma, martínez, terrasse, einsturz",4,2024-05-27 12:00:00
83,"bangladesch, grad, indien, tornado, tornados",3,2024-05-27 12:00:00
84,"celtics, finals, brown, nba, eastern",1,2024-05-27 12:00:00
85,"flüchtlinge, seibert, tegel, plätze, unterkunft",4,2024-05-27 12:00:00
86,"jameda, ärzten, elsässer, arzt, ki",1,2024-05-27 12:00:00
89,"view, internet, google, bay, zeltartigen",1,2024-05-27 12:00:00
91,"fraport, schulte, terminal, millionen, standortkosten",1,2024-05-27 12:00:00
92,"pnn, kreuzungen, kommunalwahl, potsdam, stadtteilen",2,2024-05-27 12:00:00
94,"fridays, future, for, fff, potsdam",1,2024-05-27 12:00:00
95,"grünen, terry, reintke, spitzenkandidatin, begabte",3,2024-05-27 12:00:00
96,"mail, de, nutzer, mobilfunknetz, roaming",2,2024-05-27 12:00:00
97,"mai, bundespolizei, münch, straftaten, vom",1,2024-05-27 12:00:00
99,"galeria, gläubiger, kaufhof, denkhaus, karstadt",10,2024-05-27 12:00:00
100,"musk, xai, ki, elon, supercomputer",2,2024-05-27 12:00:00
101,"walton, campbell, nba, reiterin, bill",3,2024-05-27 12:00:00
102,"meloni, leyen, pen, le, ursula",2,2024-05-27 12:00:00
103,"earthcare, esa, start, exploration, mission",2,2024-05-27 12:00:00
104,"dax, bestmarke, 18, handel, leitindex",1,2024-05-27 12:00:00
109,"kronensetzen, zähneziehen, jobeinstieg, fälschen, abrechnungen",1,2024-05-27 12:00:00
112,"roboter, blindenhund, zauberwürfel, blindenhunde, rubik",2,2024-05-27 12:00:00
115,"metzeler, kick, hungerstreik, scholz, wolli",1,2024-05-27 12:00:00
119,"alba, chemnitz, thiemann, chemnitzer, halbfinale",1,2024-05-27 12:00:00
121,"promo, potsdam, wahlkreis, potsdamer, ortsteile",1,2024-05-27 12:00:00
122,"wasserstoff, ipcei, kommission, genehmigt, eu",2,2024-05-27 12:00:00
123,"mond, gerst, tagesschau, missionen, wir",1,2024-05-27 12:00:00
124,"papst, franziskus, entschuldigt, homosexuelle, schwuchtelei",5,2024-05-27 12:00:00
125,"vulkanausbrüche, vulkan, vulkanische, venus, ausgebrochen",2,2024-05-27 12:00:00
126,"podcast, uns, 0172, 7782384, relevantesten",1,2024-05-27 12:00:00
128,"karneval, kulturen, umzugsteilnehmer, konsumvolksfest, saufgelagen",1,2024-05-27 12:00:00
129,"everest, purnima, shrestha, sherpa, mount",3,2024-05-27 12:00:00
131,"einbürgerungen, eingebürgerten, zahl, stieg, prozent",5,2024-05-27 12:00:00
133,"kimono, jeans, prunkstücken, stiefeln, sublimen",2,2024-05-27 12:00:00
134,"bankenaufsicht, bundesbank, ki, banken, drescher",1,2024-05-27 12:00:00
-1,"die, der, und, in, von",146,2024-05-28 10:30:00
0,"ukraine, russland, waffen, iwanischwili, russischen",21,2024-05-28 10:30:00
1,"rafah, hamas, israel, israels, israelischen",18,2024-05-28 10:30:00
2,"trump, trumps, geschworenen, donald, cohen",9,2024-05-28 10:30:00
3,"amedegnato, volleys, ich, em, hummels",3,2024-05-28 10:30:00
4,"symbol, dreieck, universität, rote, hamas",4,2024-05-28 10:30:00
5,"vw, blume, opel, volkswagen, elektroautos",10,2024-05-28 10:30:00
6,"henkel, elternzeit, prozent, beschäftigten, arbeitgeber",12,2024-05-28 10:30:00
7,"mann, jährigen, spandau, polizei, soll",4,2024-05-28 10:30:00
8,"hyalomma, zecken, zecke, triester, marginatum",9,2024-05-28 10:30:00
9,"eu, europawahl, europäischen, europa, venezuela",9,2024-05-28 10:30:00
10,"kinder, ausstellung, larass, gemälde, schau",4,2024-05-28 10:30:00
11,"zverev, altmaier, djokovic, padel, tsitsipas",3,2024-05-28 10:30:00
12,"bahn, ersatzverkehr, lokführer, s21, fahrgäste",6,2024-05-28 10:30:00
14,"gracie, haynes, december, bridgerton, may",5,2024-05-28 10:30:00
15,"sozialleistungen, prozent, marzahn, hellersdorf, euro",6,2024-05-28 10:30:00
16,"mittellandkanal, volkswagen, stammwerks, polizeiboote, autostadt",1,2024-05-28 10:30:00
17,"afd, krah, flick, fraktion, leute",1,2024-05-28 10:30:00
18,"erdgas, gas, kosten, gasheizungen, gasnetze",3,2024-05-28 10:30:00
19,"hahn, bigfoot, haltung, hahns, marx",4,2024-05-28 10:30:00
20,"apple, apples, nm, iphone, preisvergleich",5,2024-05-28 10:30:00
21,"taiwan, lai, china, huarong, bai",3,2024-05-28 10:30:00
22,"unfall, polizei, auto, raser, fahrer",5,2024-05-28 10:30:00
23,"kompany, bayern, trainer, fc, vincent",7,2024-05-28 10:30:00
24,"macron, scholz, frankreich, emmanuel, europa",4,2024-05-28 10:30:00
25,"sonnenallee, wasserbetriebe, straße, braunschweiger, inhalt",1,2024-05-28 10:30:00
26,"parolen, rassistische, sylt, video, toujours",4,2024-05-28 10:30:00
27,"praktika, praktikumswoche, spieker, auszubildenden, ihk",1,2024-05-28 10:30:00
28,"foxit, workshop, it, tennet, reader",6,2024-05-28 10:30:00
30,"wagenknecht, rasmus, sahra, spiegel, bsw",4,2024-05-28 10:30:00
31,"co₂, speicherung, ccs, carbon, kohlendioxid",5,2024-05-28 10:30:00
33,"rentenpaket, rente, ii, lindner, heil",14,2024-05-28 10:30:00
34,"erhard, anna, musikerin, song, humorvoller",1,2024-05-28 10:30:00
35,"ki, openai, paste, advanced, rabbit",2,2024-05-28 10:30:00
36,"henrich, henrichs, restaurant, brunos, weihenstephaner",1,2024-05-28 10:30:00
38,"china, zölle, chinesische, autos, chinesischen",6,2024-05-28 10:30:00
39,"bakterium, vogelgrippe, brasilien, krebs, dengue",5,2024-05-28 10:30:00
